Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER renjun yang dari cina bukan sih?',0,0,0,0,0,0,0,0,0,0,0,0
Gue berharab banget kemarin dia mati dan Yang lain berharap Setya Novanto Mati pas sakit kemarinn siapa lagi? setyanovanto USER,1,0,1,0,0,0,0,0,1,1,0,0
RT USER hahaha antek komunis kelojotan menjelang 30/sept... Kecebong adalah anak PKI!!!!,1,1,0,1,0,1,0,0,0,0,1,0
Coba dicek struktur tim kampanyenya anies sandi yg jelas Asma Dewi ini wakil bendahara aksi 212,1,0,1,0,0,0,0,0,1,1,0,0
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,1,1,0,1,0,0,0,0,1,0,1,0
"USER Mengajak terjun langsung dlm kehidupan nyata masyarakat dg melatih kepekaan sosial budaya, ekonomi, politik dll, untk meningkatkan IPK (indek pengembangan kolektiv) mulai diterapkan, tdk melulu prestasi kumulativ theorikal",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Coba cari tahu lagi, ada Mahzab yang membolehkan dan tidak membolehkan Muslim memakan sembelihan ahli kitab (Yahudi dan Nasrani) dengan syarat-syarat tertentu \xf0\x9f\x98\x8a'",0,0,0,0,0,0,0,0,0,0,0,0
Kampret lupa ngambil laundry\n\nHhhhhhhhhhhhhhhhh',0,1,0,0,0,0,0,0,0,0,0,0
USER sok tau bgt sih njeng sehun aja betah nete di gue',0,1,0,0,0,0,0,0,0,0,0,0
"nonton tv isinya banci mulu, yutub juga...ahhh elahhh'",0,1,0,0,0,0,0,0,0,0,0,0
Usir Cina kembali ke Tiongkok.... URL,1,0,0,1,0,1,0,0,0,0,0,1
"USER USER Diganti kotak kosong pun akan lebih baik, drpd Dilan terpilih lagi... #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0
"Jika Terpilih Jadi Gubernur Sulsel, Nurdin Abdullah Siapkan Maros Jadi Kota",0,0,0,0,0,0,0,0,0,0,0,0
"Hati - hati modus baru kampanye hitam partai Alloh &amp; partai syaitan unt. menjatuhkan lawan politik... setelah isu PKI gak mempan, isu utang negara gak mempan, isu negara bubar mental dan isu isu lainnya .... sekarang isu partai Alloh &amp; partai sya",0,0,0,0,0,0,0,0,0,0,0,0
Liat diri sendiri pa jok masih belum becus ngurusin negara kok udah sombong *sodorin kaca URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER cuma ASU hina\nyg merebut jabatan dg K E B O H O N G A N\nK E B O H O N G A N\nK E B O H O N G A N\nUSER \nUSER',1,1,1,0,0,0,0,0,1,1,0,0
"USER Produk gagal, msh ada yg mau beli ga ya... Mana semuanya pecundang pula.\n\nEh tapi Om masa gada stock kaos dari tim negara2 onta? Payah tuh yang bikin, ga tau selera pasar skrg. \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Parahnya Lagi TK Aseng/Asing ampe 10jt yg mau di Nusantara kan Pak,... \xf0\x9f\x98\xac'",0,0,0,0,0,0,0,0,0,0,0,0
Mata hatinya sudah kelilipan sama harta. Makanya dia buta akan cinta.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
Belajar mencintai budaya lewat kesusastraan.,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp;pantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i",0,0,0,0,0,0,0,0,0,0,0,0
"Beginilah semangat para peserta Beasiswa Seni &amp; Budaya Indonesia belajar musik tradisional Minangkabau, di Padang. #BSBI2018 #IACS2018",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Siapa tuh ustad gim gim gitu namanya, lupa aku, yang minta ujaran Cebong dan Kampret dihentikan. Yang semestinya dihentikan adalah ujaran Kafir, Dajjal, dll yang lebih tak pantas. \xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\",1,1,1,0,0,0,0,0,1,1,0,0
"Kl cuma usir percuma pak. Nasionalis bidang ekonomi, jgn sampai ekonomi dimonopoli cina total spt skrg, hancur RI :(",1,0,0,1,0,1,0,0,0,0,1,0
"di ILC, USER ngaku Islam, sok debat pak USER tapi dia dari partai yg dukung penista agama. Nurani anda dimana ?; #2019GantiPresiden; USER USER USER USER USER USER USER USER",1,0,1,0,1,0,0,0,0,1,0,0
USER ya anjir bener-_- satu ae kaga keurus',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Abg adik dgn Yahudi tuhh.',0,0,0,0,0,0,0,0,0,0,0,0
Sepakat dgn argumen USER ini. Pemerintah JKW terkesan hanya fokus pada pembangunan infrastruktur &amp; mengesampingkan kesejahteraan rakyat sendiri. Tenaga kerja asing membanjiri sektor2 yg mestinya diisi WNI. Rakyat nganggur; ; #2019GantiPresid,1,0,1,0,0,0,0,0,1,1,0,0
USER Anak PMR cupu.',1,1,1,0,0,0,0,0,1,1,0,0
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",1,1,1,0,0,0,0,1,0,1,0,0
"Liat orang lagi sulit bisa bisanya gamau bantu, liat ntar pas lu susah gaada yang bantu mampus lu tai.'",1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER Aku: meluruskan tentang depresi dan suicide\nTeman: Ya tetep aja karena ga deket sama tuhan\n.\nBODO AMAT GUA CAPE\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
Komunis itu akal-akalannya kivlan zen aja sbg bentuk kekecewaan krn USER tidak jadi presiden URL,1,0,1,0,0,0,0,0,1,1,0,0
"Td meeting sm org asing yg pekerja lapangan\n\nPercayalah.. Org lapangan itu lebih kece, asik, dan cool drpd org kantoran, org kantoran rata2 nerd dan suka belajar \xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Yg makar omonganmu zon suka adu domba dan bawa nama islam ,agama pegangan hidup seseorang jgn sok suci kamu zon lambemu ndoweh banyak bacot'",1,1,1,0,0,0,1,0,0,1,0,0
"Hayoo.. Jokower yg pernah ngetwit bantuan sembako itu duit pribadi JKW, buru2 lah hapus twit.. :-)",0,0,0,0,0,0,0,0,0,0,0,0
"USER Presiden polling , menang mimpi dan onani'",1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Itu ustad yg ngentat ngentot pas ""dakwah"" ya? (saya kasi kutipan karena ga yakin itu dakwah betulan apa ngga \xf0\x9f\x98\x82)'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER USER USER USER USER USER Aq mojok di jamban \n\nNyari lampu Hahahah \n\n#EXOonBurjKhalifa #EXO USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER USER celeng kgn gw y',0,1,0,0,0,0,0,0,0,0,0,0
"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT",1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER Yg bego USER nusantara',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Partai Sontoloyo',1,1,0,1,0,0,0,0,1,0,1,0
"Dibalik Insiden Heli Jatuh, PT IMIP Pekerjakan 3.000 WN China",0,0,0,0,0,0,0,0,0,0,0,0
"USER Tindak tegas kecurangan paslon tersebut, jangan sampai mengotori pilkada di sumut ini",0,0,0,0,0,0,0,0,0,0,0,0
"Kami rela membagi kalian dengan ribuan, bahkan jutaan ELF lainnya di seluruh belahan dunia\xe2\x80\x9d -E.L.F Cina-'",0,0,0,0,0,0,0,0,0,0,0,0
USER Bubarkan aja kpk pilih kasih yg besar malah lolos,1,0,0,1,0,0,0,0,1,0,0,1
Bismillahi Allohu Akbar,0,0,0,0,0,0,0,0,0,0,0,0
USER Sudah nyata rezim anti islam.... Dibilang juga hoax...,1,0,1,0,1,0,0,0,0,1,0,0
"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER APA-APAAN BAPAKNYA SI KA COCOT SITOHANG',1,1,1,0,0,0,0,0,1,1,0,0
mentari pagi agama kristen pagi ini buat umat nasrani lagu2 nasrani kami hadirkan,0,0,0,0,0,0,0,0,0,0,0,0
USER Untuk mengedukasi manusya2 udik seperti qm misalnya',1,1,1,0,0,0,0,0,1,1,0,0
Pendukung napi Ahok dan Jokowi sudah tidak punya akal dan bukan PKS kasihan sekali umat cebong,1,1,0,1,0,0,0,0,1,0,1,0
"Ada 3 hal yang paling aku sukai di dunia ini, yaitu Matahari, Bulan dan Kamu. Matahari untuk siang hari, Bulan untuk malam hari dan Kamu untuk selamanya dihatiku.'",0,0,0,0,0,0,0,0,0,0,0,0
Kalo aku dapat lesbi ni mmg mampos ah babi sial kau ni URL,0,1,0,0,0,0,0,0,0,0,0,0
USER Pagi yg indah. Seprti memek mu',0,1,0,0,0,0,0,0,0,0,0,0
AB: pribadi yg senang berkompetisi dalam hal yang baik dan positif,0,0,0,0,0,0,0,0,0,0,0,0
"(41) Program16: Pembangunan pusat olahraga, seni, dan budaya di setiap kota/kabupaten. #Asyikm3nang USER #Asyikm3nang",0,0,0,0,0,0,0,0,0,0,0,0
Sungguh Rezim (Jokowi) lebih sadis dri kekuasaan Soeharto berpuluhan tahun lamanya.,1,0,1,0,0,0,0,0,1,1,0,0
USER DARI TADI KEK KUNYUK HADEHHH',0,1,0,0,0,0,0,0,0,0,0,0
mampus lo jawabannya salah semua.',1,1,1,0,0,0,0,0,1,1,0,0
RT USER bubarkan pansus bubarkan DPR,1,0,0,1,0,0,0,0,1,0,0,1
"Menohok....; Pidato Agus M Herlambang, Ketua Umum PB PMII, di Harlah ke-58 yg dihadiri Presiden USER.",0,0,0,0,0,0,0,0,0,0,0,0
"USER nti ketauan dong syp yg anaknya pemberontak jaman dulu, ketauan juga dong yg neken kontrak dgn PT Freeport jaman dulu, ketauan juga dong syp yg keturunan tionghoa, ketauan juga dong yg masuk islam karna jadi mantu presiden jaman dulu.",1,0,1,0,0,1,0,0,0,1,0,0
Ulang lagi Reformasi 98 jilid 2 USER Turunkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1
USER Cawapres jokowi siapa saja saya setuju asal bukan para bani kampret sebelah itu',1,1,0,1,0,0,0,0,1,0,1,0
Asma Dewi Tersangka Hate Speech Ternyata Loyalis Prabowo &amp; Anies-Sandi? Jejak Digi..,1,0,1,0,0,0,0,0,1,1,0,0
USER katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional. Tapi faktanya belum terasa...; ; #Cirebonseni #taritopeng #,0,0,0,0,0,0,0,0,0,0,0,0
agen dan harga tiket bus poï¿½ramayana,0,0,0,0,0,0,0,0,0,0,0,0
"USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Kalo nete 5 menit sekali anak lulove pingsan',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER Kenapa bukan jokowi yang lo suruh mundur?,1,0,1,0,0,0,0,0,1,1,0,0
Anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala? Anda membiadabkan,1,1,0,1,1,0,0,1,0,0,1,0
Rezim paranoid bukti pemerintahan yg rapuh dan kami rindu teriakan lengserkan USER di depan istana dengan ribuan rakyat kepalkan tangan !!!,1,0,1,0,0,0,0,0,1,0,0,1
"USER USER ngakunya dulu pernah burik juga,percaya ga tapi?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER mukamu kaya pantat monyet, beruk, celeng.'",1,1,1,0,0,0,1,0,0,1,0,0
USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe',0,1,0,0,0,0,0,0,0,0,0,0
USER anjir kebayang:(',0,1,0,0,0,0,0,0,0,0,0,0
USER 70% indonesia klo gak slah sudah di kuasai cina bang,1,0,0,1,0,1,0,0,0,0,1,0
"USER USER kalau saat itu NU ga bergabung dgn nasakom ,negara ini bakalan dikuasai komunis 100%\n\nmakanya mrk gagal menguasai NKRI Krn ada lawan yg terus menentang yaitu Nahdatul Ulama \n\npaham daki Dajjal?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Pake wifi aja masih gembel',0,1,0,0,0,0,0,0,0,0,0,0
Pendahulu memengusir Cina 1 kota ! turun dan turun ke anak-anak skrg siloam di usir ! kapan boleh memengusir ? ketika kalian di injak2 !,1,0,0,1,0,0,0,0,1,0,1,0
mengelibut di pagi buta',0,0,0,0,0,0,0,0,0,0,0,0
USER Ih banci selotipan \xf0\x9f\x98\x82',1,1,1,0,0,0,0,1,0,1,0,0
USER Susu kntl manis = susu kental manis \xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,0,0,0,0
"USER Pas masih audisi keknya, dia rambut panjang item terus sipit. Dia ngedancenya lincah bgt kek ulet bulu ngel ngel gt dahh\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,0,0,0,0,0,0,0,0,0,0,0
USER Laki-Laki hebat untuk #2019GantiPresiden ????,1,0,1,0,0,0,0,0,1,1,0,0
jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! URL,1,1,1,0,0,1,0,0,0,1,0,0
"\xe2\x9c\xbe \xe3\x80\x95Nama Lengkap: Jung Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Nama Panggilan: Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Tempat, Tanggal Lahir: Busan, 3 Januari 1995.\n\n\xe2\x9c\xbe \xe3\x80\x95Golongan Darah: A.\n\n\xe2\x9c\xbe \xe3\x80\x95Aga",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ingin mengaduk aduk jateng kyk DKI.. ga mkn bisa.. kita dah pandai dan belajar dr pilkada jakarta..,0,0,0,0,0,0,0,0,0,0,0,0
"siapa Hepa? seperti Uzza dan saudarinya, hepa/heba/khepat ad dewi/ tuhan perempuan Mesopotamian, Hurrian. \n\nso, apakah orang ibrani-yahudi juga kasih nama anaknya dgn ""abd - "" ?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""",1,1,1,0,0,0,0,0,1,1,0,0
Mewoh Dampingi Gubernur OD Hadiri Acara Puncak Festival Paskah GFG 2018,0,0,0,0,0,0,0,0,0,0,0,0
"USER kafir zindiq itu kafir yg terpaksa jd Muslim krn keturunan, hukum syariah ma tekanan sosial (Islam KTP)'",0,0,0,0,0,0,0,0,0,0,0,0
partai sinting indonesia URL,1,1,0,1,0,0,0,0,1,0,1,0
USER anak kecil buta huruf\n\nhuft',0,0,0,0,0,0,0,0,0,0,0,0
Mereka tidak tertarik melihat KORUPTOR BLBI yg pelaku2nya Taipan binaan KOMUNIS CHINA dan mitra nya MEGAWATI SP,1,0,0,1,0,1,0,0,0,0,1,0
USER otw di bom korut u',0,0,0,0,0,0,0,0,0,0,0,0
"USER Propaganda agama selalu pembrontakan dipimpinUlama atau Ustaz.Tetapi buktinya tidak pernah ada ulama/ustaz yg ditangkap apalagi dibuang ke BovenDigul,.Yg ada adalah tahanan NASOMALISdan KOMUNIS.Ada bukti",0,0,0,0,0,0,0,0,0,0,0,0
"Dan dukungan terhadap GNPF Ulama Akan sangat berkurang,dan kita Akan Kalah di 2019..karena Aksi tangkap Busukmawati anget2 tai Ayam..; USER USER USER ; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2",1,1,1,0,0,0,0,0,1,1,0,0
"Emg susah yah kalau Club sama Supporternya Gak Pnya Mental, pasti dikit* lapor polisi. #Pecun&amp;g'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Gembok akun aja udah..gak usah tebar data..berkali kali main data,lo gak bisa jawab data gembok akun..\xf0\x9f\x98\x82\nSehari 2 kali gembok akun...\nPayah cebong cupu..'",1,1,1,0,0,0,0,0,1,1,0,0
USER OIYA GEBLEK AUTO NYANYI',0,1,0,0,0,0,0,0,0,0,0,0
Wooyyy Njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER ckakakakak :D',1,1,0,1,0,0,0,1,0,0,1,0
okezonenews Penggunaan Anggaran Negara Jokowi: Banyak yang Ukuran Kinerjanya Tidak Jelas URL URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Blm pernah denger statement dari ulama manapn ""Memuja2 Ara ,tapi statement anti keara an sering banget, bahkn tdk pernah ada statement anti kechina""an, ke yahudi""an...kepanikan ingin hdp ala liberal...'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ciee orang kafir mau masuk surganya orang islam, tapi gak bisa, dan gak bakal bisa, silahkan cari surga lain, kalo ada \xf0\x9f\x98\x82'",1,0,1,0,1,0,0,0,0,1,0,0
"USER Pak USER tugas Anda lbh berat dari BNN, menyadarkan Muslim: solat, ngaji, zikir sama dgn ekstasi",1,0,0,1,1,0,0,0,0,0,1,0
"USER Pak Recep..............anda salah, itu gubernur pakkkk....bukan presiden ., presiden kami lagi di Got.... ; Nih liat kalo gak percaya...",1,0,1,0,0,0,0,0,1,1,0,0
USER Kelakuan batak kafir itu ya seperti si USER. Suka memecah belah umat.,1,1,1,0,0,1,0,0,0,1,0,0
Sebagai umat Islam rasa kecewa marah thdp rezim ini manusiawi krn ulama dikriminalisasi makin anti sampe kpnpun...sikap gue SaveUstadAlfian,1,0,0,1,1,0,0,0,0,0,1,0
"Namanya Arisha, atau kalian bisa memanggilnya Risha. Jangan tanya mengapa nama tengahnya agak asing, karena ibunya bilang itu adalah nama sebuah kota di Inggris. Arisha adalah anak tunggal, sehingga sejak kecil ia sudah terbiasa untuk hidup mandiri. \xe2",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Bani remason apa ga kesian kucing-kucingnya pak Harun Yahya kalo bapaknya dipenjara, sapa yang kasih makan.\nNgiahahaha...'",0,0,0,0,0,0,0,0,0,0,0,0
Beginilah Gencarnya Kampanye Jelang Pilkada - NET JATENG:,0,0,0,0,0,0,0,0,0,0,0,0
SBY+PRABOWO; #2019GantiPresiden menang mutlak ? Chopper balik ke solo; USER Om USER,1,0,1,0,0,0,0,0,1,1,0,0
"USER Makanya ada Gereja Kristen Jawa, Gereja Kristen Maluku dll.Dalam keberagaman,ajarannya tetap satu: Yesus sebagai Juruselamat. Lainnya cuma gimmick aja, malah seru kalau lg ada pekan budaya di gereja2 dan kt nyanyi lagu ibadah dalam berbagai baha",0,0,0,0,0,0,0,0,0,0,0,0
"Siang tadi,saya mengikuti Rapat Terbatas dipimpin Bpk Presiden USER yg tegaskan pentingnya publikasi #AsianGames2018 baik di media lokal maupun internasional.; ; Ini adl kerja bersama utk sukseskan event bergengsi.Mohon doa dan dukungan rakyat Indonesia",0,0,0,0,0,0,0,0,0,0,0,0
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi-URL,0,0,0,0,0,0,0,0,0,0,0,0
"Penjahat perang Nazi Adolf Eichmann adalah arsitek ""Solusi Akhir"" ""Nazi paling dicari di dunia,"" memusnahkan orang-orang Yahudi dari Eropa.'",0,0,0,0,0,0,0,0,0,0,0,0
"Rizal Ramli: Jadi Presiden, Saya akan Tangkap 100 Orang Paling Berengsek",0,1,0,0,0,0,0,0,0,0,0,0
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan",0,0,0,0,0,0,0,0,0,0,0,0
Ya hidup emang brengsek meskipun lo orang baik. URL,0,1,0,0,0,0,0,0,0,0,0,0
Gak habis pikir deh gmn kalo kunti itu bs masuk rumah. Gak berani bayangin gue... lo berani bayanginnya? \n\nEnd.',0,0,0,0,0,0,0,0,0,0,0,0
"Dagangan Islam Nusantara, lah ngapa baru rame skg?, dulu"" kemana aja?, And, semoga ada juga Kristen Nusantara dll yang berbau Nusantara..'",0,0,0,0,0,0,0,0,0,0,0,0
"Apalagi teriak Allah hu Barbar, rusak telinga Bung Fahri, kapan diskusi Buang Islam di DPR?",1,1,0,1,1,0,0,0,0,0,1,0
"Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Dan kami tdk lupa apa yg dilakukan bapaknya Prabowo di era Sukarno. Melarikan diri URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER Enaknya di dalam memek',0,1,0,0,0,0,0,0,0,0,0,0
Dengan tuduhan Cina membawa Flakka ke Indonesia utk merusak generasi muda Indonesia.,1,0,0,1,0,1,0,0,0,0,1,0
"Kalau udah sange gini, enak maininnya.\n\nKita sebagai cewe juga jangan jijik.\n\nJANGAN JIJIK.\n\nKan mau cipokan enak tanpa grepe.'",0,0,0,0,0,0,0,0,0,0,0,0
&lt; Udah lama cuma nyentuh 500 kata. Najis buat yang penting gabisa ngetik panjang. &gt;',0,1,0,0,0,0,0,0,0,0,0,0
"6.Di Indonesia itu warga Hindu Nusantara tak pernah menjelek2 kan Hindu India, \nKatholik Nusantara tak pernah menjelek-njelekkan Katholik Vatikan, bahkan Syiah Nusantara tak pernah menjelek-jelekkan Syiah Iran; anehnya yg mengaku Islam Nusantara kok men",0,0,0,0,0,0,0,0,0,0,0,0
USER APA HUHUNGANNYA BEGO SM LESBI ANJIR',0,1,0,0,0,0,0,0,0,0,0,0
Dinamika politik hari ini adalah refleksi upaya koalisi SBY - Jenderal Merah dan TNI merebut Jokowi,1,0,1,0,0,0,0,0,1,1,0,0
USER SIAPA YANG COCOT \xf0\x9f\x98\xa4',1,1,1,0,0,0,0,0,1,1,0,0
I added a video to a USER playlist,0,0,0,0,0,0,0,0,0,0,0,0
Xenoglossophobia\nadalah fobia atau\nketakutan akan bahasa asing.',0,0,0,0,0,0,0,0,0,0,0,0
Bacot bat si kunyuk USER bikin tambah sayang dah ah URL,1,1,1,0,0,0,0,0,1,1,0,0
USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret',1,1,0,1,0,0,0,0,1,0,1,0
RT USER: Kalau aku cantik tapi memek ku coklat kamu masih doyan gak?\n\n#ngentot #memek #kontol #sange #pagicrot',0,1,0,0,0,0,0,0,0,0,0,0
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,0,0,0,0,0,0,0,0,0,0
"Coba kalo prabowo,sampe level OB aja bakal disebut perannya,jokowi ini hanya klaim saja,turunkan!!! URL",1,0,1,0,0,0,0,0,1,0,0,1
Gubernur yang membuat bangga bangsa Indonesia,0,0,0,0,0,0,0,0,0,0,0,0
USER Legeslatif jancuk \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0',1,1,0,1,0,0,0,0,1,0,1,0
"Bukan komunis kali yg coba dibangkitkan kembali, tapi rezim Orba sudah haus lagi",1,0,1,0,0,0,0,0,1,1,0,0
USER Udh eek gua',0,0,0,0,0,0,0,0,0,0,0,0
Ada sahabatku yg pulang dr Papua. Sebelumnya dia kerja disalh satu kontraktor yg mngerjakan infrastruktur yg sdang dibangun. Beliau cerita bnyak bagmna jauhnya ketinggaln rkyt kita Papua dibnding dgn wilyah lainnya di negeri ini. Syukrlah pk Jkwi jd presid,0,0,0,0,0,0,0,0,0,0,0,0
USER Apadong? Bom atom?',0,0,0,0,0,0,0,0,0,0,0,0
Pemerintah anti kritik Pemerintah anti Islam Pemerintah antek PKI Pemerintah antek Yahudi alasanbikinaksi kantaibanget,1,1,0,1,1,1,0,0,0,0,1,0
Njinggg!! Bencong banyak gayya... pke block2 wa.',1,1,1,0,0,0,0,1,0,1,0,0
USER Edan ini quote berbobot bwangeeeeeeuuut....',0,1,0,0,0,0,0,0,0,0,0,0
"USER ngapain di ingatkan orang tersebut.. wong yg di ingatkan budek, tuli, pekak dan tolol'",1,1,1,0,0,0,1,0,0,1,0,0
"USER USER truskan kedunguanmu bong, sampe bangsa ini tercabik2...tinggal saya pungutin saja sampah kaya' elo satu2...dasar mata sipit!""",1,1,1,0,0,1,0,0,0,1,0,0
bagus....nanti dipakai untuk petisi lengserkan Jokowi ya KembalikanAhokKeCipinang,1,0,1,0,0,0,0,0,1,1,0,0
"RT USER: Kelakuan homok jaman now, ngentot aja sambil live di Blued #gayvid #gvid #lokalhangat URL",0,1,0,0,0,0,0,0,0,0,0,0
"OpRohingya orang Kristen mmbunuh kita di Afghanistan orang Yahudi mmbunuh kita di Palestina tp""Muslim"" yg Teroris?",1,0,0,1,1,0,0,0,0,0,1,0
Para Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!! -Sanji',0,1,0,0,0,0,0,0,0,0,0,0
Beri anak bangsa pendidikan yg baik jangan jadikan robot pe-nyembah2 Allah SWT yg merintahkan perangi & bunuh kafir,1,0,0,1,1,0,0,0,0,0,1,0
"Bentar lagi pilkada ya gaiis? Buat yg mau nyolok, omat ini mah gaiis! Kalo milih pemimpin itu yg sesuai mata hati, bukan sesuai mata uang!",0,0,0,0,0,0,0,0,0,0,0,0
USER \xe2\x80\x9clo cina ya?\xe2\x80\x9d tapi pake nada yg anu. hm. //',0,0,0,0,0,0,0,0,0,0,0,0
USER Untung aku ga dongo.g',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER Bisa aja nih Gerindra bikin jebakan ""Batman"" knp ga Prabowo aja yg suruh nobar Film G30S.",1,0,0,1,0,0,0,0,1,0,1,0
"USER halaah pak pak ... yang gaduh itu kan cuma org2 spt bpk, skr ya tenang lah lapak udah dikuasai, tinggal bagi2 kue ke sesama gerombolan, kemaren kan pada kelaparan gk dapat apa pun, mau maling pun susah. ; ; rakyat makin parah. ;",0,0,0,0,0,0,0,0,0,0,0,0
USER Kayak komunis aja ga menghargai jasat manusia...cebong=komunis',1,1,0,1,0,1,0,0,0,0,1,0
USER USER KIRAIN BUDEK',0,1,0,0,0,0,0,0,0,0,0,0
#MataNajwaDebatJakarta topeng anda hari ini fix terbuka USER .. anda sama dgn yg mendukung anda.. BAU BUSUK,1,1,1,0,0,0,0,0,1,1,0,0
"USER KalauPRIBUMI iseng, aparat berwajah garang.... #Cina yang rasis, aparat jadi alay....'",1,1,0,1,0,1,0,0,0,0,1,0
USER: ahoker siap bela penista agama https:\/\/t.co\/HxuU4rUDFX\,1,0,0,1,0,0,0,0,1,0,1,0
"USER USER Yaamfun, skripsiku malah budaya populer:))",0,0,0,0,0,0,0,0,0,0,0,0
"USER Gilaaaa lu ndro___pelepasa\xc3\xb1 saham disamakan dgn proklamasi kemerdekaan,\nSaking pinternya merangkai kata atao keblinger niiih Bani Onta...'",1,1,0,1,0,0,1,0,0,0,1,0
